Datum;Auftrag #;Transaktionen;Symbol;Name;ISIN;Anzahl;Stückpreis;Kosten;Aufgelaufene Zinsen;Nettobetrag;Währung Nettobetrag;Nettobetrag in der Währung des Kontos;Saldo;Währung
26-09-2016 22:16:14;49138218;Fx-Gutschrift Comp.;;;;1.0;33.10;0.00;0.00;33.10;USD;33.10;0.00;USD
26-09-2016 08:10:34;00000000;Vergütung;;;;1.0;300.00;0.00;0.00;300.00;CHF;300.00;300.02;CHF
23-09-2016 22:15:42;49122719;Fx-Belastung Comp.;;;;1.0;3'454.75;0.00;0.00;-3'454.75;CHF;-3'454.75;0.02;CHF
23-09-2016 22:15:42;49122719;Fx-Gutschrift Comp.;;;;1.0;3'529.03;0.00;0.00;3'529.03;USD;3'529.03;-33.10;USD
23-09-2016 20:10:29;49121840;Kauf;NVDA;NVIDIA ORD;US67066G1040;56.0;64.85;41.30;0.00;-3'672.90;USD;-3'672.90;-3'562.13;USD
23-09-2016 13:22:30;49105199;Verkauf;AMS;AMS;AT0000A18XM4;103.0;33.95;42.10;0.00;3'454.75;CHF;3'454.75;3'454.77;CHF
21-09-2016 11:17:07;00000000;Dividende;QCOM;QUALCOMM ORD;US7475251036;1.0;72.61;21.78;0.00;50.83;USD;50.83;110.77;USD
30-08-2016 22:16:40;48842424;Fx-Belastung Comp.;;;;1.0;4'217.64;0.00;0.00;-4'217.64;USD;-4'217.64;59.94;USD
30-08-2016 22:16:40;48842424;Fx-Gutschrift Comp.;;;;1.0;4'108.80;0.00;0.00;4'108.80;CHF;4'108.80;0.02;CHF
30-08-2016 09:00:43;48827831;Kauf;LHN;LAFARGEHOLCIM N;CH0012214059;81.0;51.70;40.50;0.00;-4'228.20;CHF;-4'228.20;-4'108.78;CHF
20-07-2016 15:32:08;48421901;Verkauf;FCX;FREEPORT MCMORAN ORD;US35671D8570;360.0;12.00;42.42;0.00;4'277.58;USD;4'277.58;4'277.58;USD
12-07-2016 06:50:36;00000000;Vergütung;;;;1.0;150.00;0.00;0.00;150.00;CHF;150.00;119.42;CHF
01-07-2016 22:15:52;48198204;Fx-Belastung Comp.;;;;1.0;38.08;0.00;0.00;-38.08;EUR;-38.08;0.00;EUR
01-07-2016 22:15:52;48198204;Fx-Gutschrift Comp.;;;;1.0;40.85;0.00;0.00;40.85;CHF;40.85;-30.58;CHF
01-07-2016 22:15:52;48198221;Fx-Belastung Comp.;;;;1.0;7'420.47;0.00;0.00;-7'420.47;USD;-7'420.47;0.00;USD
01-07-2016 22:15:52;48198221;Fx-Gutschrift Comp.;;;;1.0;7'153.77;0.00;0.00;7'153.77;CHF;7'153.77;-71.43;CHF
01-07-2016 09:01:47;48170570;Kauf;NESN;NESTLE N;CH0038863350;97.0;75.15;42.30;0.00;-7'331.85;CHF;-7'331.85;-7'225.20;CHF
30-06-2016 12:10:02;00000000;Depotgebühren;;;;1.0;15.00;1.20;0.00;-16.20;CHF;-16.20;106.65;CHF
27-06-2016 15:31:41;47595130;Verkauf;GOOG;ALPHABET CL C ORD;US02079K1079;11.0;670.00;46.22;0.00;7'323.78;USD;7'323.78;7'420.47;USD
22-06-2016 12:18:35;00000000;Dividende;QCOM;QUALCOMM ORD;US7475251036;1.0;72.61;21.78;0.00;50.83;USD;50.83;96.69;USD
10-06-2016 16:57:12;00000000;Dividende;AMS;AMS;AT0000A18XM4;1.0;52.53;14.45;0.00;38.08;EUR;38.08;38.08;EUR
17-05-2016 18:26:02;00000000;Dividende;PGHN;PARTNERS GROUP N;CH0024608827;1.0;189.00;66.15;0.00;122.85;CHF;122.85;122.85;CHF
11-05-2016 20:18:25;47348402;Kauf;GOOG;ALPHABET CL C ORD;US02079K1079;2.0;718.37;27.16;0.00;-1'463.90;USD;-1'463.90;45.86;USD
11-05-2016 20:14:48;47348388;Kauf;AMZN;AMAZON COM ORD;US0231351067;5.0;715.24;40.36;0.00;-3'616.56;USD;-3'616.56;1'509.76;USD
11-05-2016 09:00:25;47331701;Verkauf;SPY5;SPDR S&P 500 ETF;IE00B6YX5C33;23.0;208.29;59.00;0.00;4'731.67;USD;4'731.67;5'126.32;USD
10-05-2016 20:10:28;47331662;Kauf;AMZN;AMAZON COM ORD;US0231351067;5.0;701.48;40.26;0.00;-3'547.66;USD;-3'547.66;394.65;USD
02-05-2016 22:15:53;47266319;Fx-Belastung Comp.;;;;1.0;1'083.02;0.00;0.00;-1'083.02;USD;-1'083.02;3'942.31;USD
02-05-2016 22:15:53;47266319;Fx-Gutschrift Comp.;;;;1.0;1'024.35;0.00;0.00;1'024.35;CHF;1'024.35;0.00;CHF
02-05-2016 09:01:24;47250684;Kauf;PGHN;PARTNERS GROUP N;CH0024608827;18.0;393.00;42.65;0.00;-7'116.65;CHF;-7'116.65;-1'024.35;CHF
29-04-2016 20:55:40;47250726;Kauf;GOOG;ALPHABET CL C ORD;US02079K1079;9.0;691.97;45.19;0.00;-6'272.92;USD;-6'272.92;5'025.33;USD
29-04-2016 20:49:59;47250697;Kauf;FCX;FREEPORT MCMORAN ORD;US35671D8570;360.0;13.76;43.28;0.00;-4'996.88;USD;-4'996.88;11'298.25;USD
29-04-2016 17:39:51;47215853;Verkauf;TSLA;TESLA ORD;US88160R1014;50.0;240.00;69.11;0.00;11'930.89;USD;11'930.89;16'295.13;USD
28-04-2016 20:46:58;47215836;Verkauf;AAPL;APPLE ORD;US0378331005;46.0;95.80;42.56;0.00;4'364.24;USD;4'364.24;4'364.24;USD
27-04-2016 06:31:05;00000000;Vergütung;;;;1.0;6'000.00;0.00;0.00;6'000.00;CHF;6'000.00;6'092.30;CHF
22-04-2016 22:15:38;47178699;Fx-Belastung Comp.;;;;1.0;7'117.34;0.00;0.00;-7'117.34;CHF;-7'117.34;92.30;CHF
22-04-2016 22:15:38;47178699;Fx-Gutschrift Comp.;;;;1.0;7'203.28;0.00;0.00;7'203.28;USD;7'203.28;0.00;USD
22-04-2016 20:04:34;47177895;Kauf;QCOM;QUALCOMM ORD;US7475251036;137.0;52.40;46.62;0.00;-7'225.42;USD;-7'225.42;-7'203.28;USD
06-04-2016 09:00:57;46945393;Verkauf;SREN;SWISS RE N;CH0126881561;82.0;86.50;42.65;0.00;7'050.35;CHF;7'050.35;7'209.64;CHF
04-04-2016 11:06:08;00000000;Dividende;SPY5;SPDR S&P 500 ETF;IE00B6YX5C33;1.0;22.14;0.00;0.00;22.14;USD;22.14;22.14;USD
31-03-2016 15:56:41;00000000;Depotgebühren;;;;1.0;15.00;1.20;0.00;-16.20;CHF;-16.20;159.29;CHF
17-02-2016 22:15:27;46400350;Fx-Belastung Comp.;;;;1.0;3'069.89;0.00;0.00;-3'069.89;CHF;-3'069.89;175.49;CHF
17-02-2016 22:15:27;46400350;Fx-Gutschrift Comp.;;;;1.0;3'064.77;0.00;0.00;3'064.77;USD;3'064.77;0.00;USD
17-02-2016 20:34:20;46399393;Kauf;TSLA;TESLA ORD;US88160R1014;18.0;168.95;40.41;0.00;-3'081.51;USD;-3'081.51;-3'064.77;USD
17-02-2016 09:01:20;46382278;Verkauf;AMS;AMS;AT0000A18XM4;120.0;26.75;42.15;0.00;3'167.85;CHF;3'167.85;3'245.38;CHF
12-02-2016 21:59:18;00000000;Dividende;AAPL;APPLE ORD;US0378331005;1.0;23.92;7.18;0.00;16.74;USD;16.74;16.74;USD
03-02-2016 22:15:43;46223685;Fx-Belastung Comp.;;;;1.0;4'469.71;0.00;0.00;-4'469.71;CHF;-4'469.71;77.53;CHF
03-02-2016 22:15:43;46223685;Fx-Gutschrift Comp.;;;;1.0;4'404.87;0.00;0.00;4'404.87;USD;4'404.87;0.00;USD
03-02-2016 20:22:56;46222167;Kauf;AAPL;APPLE ORD;US0378331005;46.0;95.31;42.43;0.00;-4'426.69;USD;-4'426.69;-4'404.87;USD
03-02-2016 07:35:36;00000000;Vergütung;;;;1.0;3'000.00;0.00;0.00;3'000.00;CHF;3'000.00;4'547.24;CHF
29-01-2016 06:33:28;00000000;Vergütung;;;;1.0;1'500.00;0.00;0.00;1'500.00;CHF;1'500.00;1'547.24;CHF
15-01-2016 09:01:34;45985379;Kauf;AMS;AMS;AT0000A18XM4;57.0;28.65;24.80;0.00;-1'657.85;CHF;-1'657.85;47.24;CHF
04-01-2016 11:30:53;00000000;Dividende;SPY5;SPDR S&P 500 ETF;IE00B6YX5C33;1.0;21.36;0.00;0.00;21.36;USD;21.36;21.82;USD
01-01-2016 13:10:36;00000000;Zins;;;;1.0;0.17;0.00;0.00;0.17;CHF;0.17;1'705.09;CHF
01-01-2016 13:10:36;00000000;Zins;;;;1.0;0.46;0.00;0.00;0.46;USD;0.46;0.46;USD
31-12-2015 12:07:53;00000000;Depotgebühren;;;;1.0;15.00;1.20;0.00;-16.20;CHF;-16.20;1'704.92;CHF
31-12-2015 08:05:58;00000000;Vergütung;;;;1.0;1'500.00;0.00;0.00;1'500.00;CHF;1'500.00;1'721.12;CHF
19-11-2015 22:15:40;45362671;Fx-Belastung Comp.;;;;1.0;608.45;0.00;0.00;-608.45;CHF;-608.45;221.12;CHF
19-11-2015 22:15:40;45362671;Fx-Gutschrift Comp.;;;;1.0;594.69;0.00;0.00;594.69;USD;594.69;0.00;USD
19-11-2015 22:15:40;45362647;Fx-Belastung Comp.;;;;1.0;1'995.32;0.00;0.00;-1'995.32;EUR;-1'995.32;0.00;EUR
19-11-2015 22:15:40;45362647;Fx-Gutschrift Comp.;;;;1.0;2'122.07;0.00;0.00;2'122.07;USD;2'122.07;-594.69;USD
19-11-2015 09:00:18;45347941;Berichtigung Börsengeb.;SPY5;SPDR S&P 500 ETF;IE00B6YX5C33;1.0;48.30;0.00;0.00;48.30;USD;48.30;-2'716.76;USD
19-11-2015 09:00:11;45347941;Kauf;SPY5;SPDR S&P 500 ETF;IE00B6YX5C33;23.0;210.02;110.29;0.00;-4'940.75;USD;-4'940.75;-2'765.06;USD
26-10-2015 09:02:11;45063967;Verkauf;SCE;SCHWEIZER ELECTRONIC N ORD;DE0005156236;104.0;18.99;29.41;0.00;1'945.55;EUR;1'945.55;1'995.32;EUR
30-09-2015 15:06:43;00000000;Depotgebühren;;;;1.0;15.00;1.20;0.00;-16.20;CHF;-16.20;829.57;CHF
03-08-2015 09:00:11;44070226;Kauf;AMS;AMS;AT0000A18XM4;166.0;41.55;47.70;0.00;-6'945.00;CHF;-6'945.00;845.77;CHF
06-07-2015 08:01:57;00000000;Dividende;SCE;SCHWEIZER ELECTRONIC N ORD;DE0005156236;1.0;67.60;17.83;0.00;49.77;EUR;49.77;49.77;EUR
30-06-2015 16:39:31;00000000;Depotgebühren;;;;1.0;15.00;1.20;0.00;-16.20;CHF;-16.20;7'790.77;CHF
18-06-2015 20:58:12;43549293;Verkauf;MU;MICRON TECHNOLOGY ORD;US5951121038;90.0;24.61;39.21;0.00;2'175.69;USD;2'175.69;2'175.69;USD
16-06-2015 11:39:24;43510174;Verkauf;ATLN;ACTELION N;CH0010532478;50.0;139.20;42.05;0.00;6'917.95;CHF;6'917.95;7'806.97;CHF
15-05-2015 15:28:40;00000000;Capital Gain;ATLN;ACTELION N;CH0010532478;1.0;65.00;0.00;0.00;65.00;CHF;65.00;889.02;CHF
23-04-2015 12:33:22;00000000;Capital Gain;SREN;SWISS RE N;CH0126881561;1.0;594.50;0.00;0.00;594.50;CHF;594.50;824.02;CHF
31-03-2015 18:16:26;00000000;Depotgebühren;;;;1.0;15.00;1.20;0.00;-16.20;CHF;-16.20;229.52;CHF
21-01-2015 22:15:41;41827960;Fx-Belastung Comp.;;;;1.0;2'348.40;0.00;0.00;2'348.40;CHF;2'348.40;245.72;CHF
21-01-2015 22:15:41;41827960;Fx-Gutschrift Comp.;;;;1.0;2'695.75;0.00;0.00;2'695.75;USD;2'695.75;0.00;USD
21-01-2015 15:30:03;41774042;Kauf;MU;MICRON TECHNOLOGY ORD;US5951121038;90.0;29.51;39.83;0.00;-2'695.73;USD;-2'695.73;-2'695.75;USD
20-01-2015 22:15:59;41772402;Fx-Belastung Comp.;;;;1.0;2'482.20;0.00;0.00;2'482.20;CHF;2'482.20;2'594.12;CHF
20-01-2015 22:15:59;41772402;Fx-Gutschrift Comp.;;;;1.0;2'426.83;0.00;0.00;2'426.83;EUR;2'426.83;0.00;EUR
20-01-2015 09:02:27;41753820;Kauf;SCE;SCHWEIZER ELECTRONIC N ORD;DE0005156236;104.0;22.95;40.03;0.00;-2'426.83;EUR;-2'426.83;-2'426.83;EUR
19-01-2015 07:50:59;00000000;Vergütung;;;;1.0;5'000.00;0.00;0.00;5'000.00;CHF;5'000.00;5'076.32;CHF
13-01-2015 09:01:29;41622703;Kauf;SREN;SWISS RE N;CH0126881561;82.0;84.55;42.55;0.00;-6'975.65;CHF;-6'975.65;76.32;CHF
01-01-2015 12:58:51;00000000;Zins;;;;1.0;0.02;0.00;0.00;-0.02;USD;-0.02;-0.02;USD
01-01-2015 12:43:14;00000000;Zins;;;;1.0;2.57;0.00;0.00;2.57;CHF;2.57;7'051.97;CHF
31-12-2014 12:46:08;00000000;Depotgebühren;;;;1.0;15.00;1.20;0.00;-16.20;CHF;-16.20;7'049.40;CHF
11-12-2014 09:02:19;41247347;Verkauf;OERL;OC OERLIKON N;CH0000816824;350.0;11.85;40.45;0.00;4'107.05;CHF;4'107.05;7'065.60;CHF
30-09-2014 18:09:10;00000000;Depotgebühren;;;;1.0;15.00;1.20;0.00;-16.20;CHF;-16.20;2'958.55;CHF
30-06-2014 18:50:51;00000000;Depotgebühren;;;;1.0;16.20;0.00;0.00;16.20;CHF;16.20;2'974.75;CHF
12-05-2014 15:37:25;00000000;Capital Gain;ATLN;ACTELION N;CH0010532478;1.0;60.00;0.00;0.00;60.00;CHF;60.00;2'990.95;CHF
25-04-2014 11:49:48;00000000;Capital Gain;OERL;OC OERLIKON N;CH0000816824;1.0;94.50;0.00;0.00;94.50;CHF;94.50;2'930.95;CHF
24-04-2014 07:40:38;00000000;Vergütung;;;;1.0;2'400.00;0.00;0.00;2'400.00;CHF;2'400.00;2'836.45;CHF
31-03-2014 18:39:43;00000000;Depotgebühren;;;;1.0;16.20;0.00;0.00;16.20;CHF;16.20;436.45;CHF
27-03-2014 14:00:53;38488881;Fx-Belastung Comp.;;;;1.0;47.35;0.00;0.00;47.35;CHF;47.35;452.65;CHF
27-03-2014 14:00:53;38488881;Fx-Gutschrift Comp.;;;;1.0;52.90;0.00;0.00;52.90;USD;52.90;0.00;USD
27-03-2014 07:50:35;00000000;Vergütung;;;;1.0;500.00;0.00;0.00;500.00;CHF;500.00;500.00;CHF
26-03-2014 14:01:04;38474967;Fx-Belastung Comp.;;;;1.0;6'313.65;0.00;0.00;6'313.65;CHF;6'313.65;0.00;CHF
26-03-2014 14:01:04;38474967;Fx-Gutschrift Comp.;;;;1.0;7'055.78;0.00;0.00;7'055.78;USD;7'055.78;-52.90;USD
25-03-2014 20:36:48;38467556;Kauf;TSLA;TESLA ORD;US88160R1014;32.0;220.70;46.44;0.00;-7'108.84;USD;-7'108.84;-7'108.68;USD
24-03-2014 06:30:46;00000000;Vergütung;;;;1.0;2'400.00;0.00;0.00;2'400.00;CHF;2'400.00;6'313.65;CHF
20-03-2014 09:01:18;38406448;Kauf;ATLN;ACTELION N;CH0010532478;50.0;90.05;40.75;0.00;-4'543.25;CHF;-4'543.25;3'913.65;CHF
19-03-2014 08:10:36;00000000;Vergütung;;;;1.0;6'000.00;0.00;0.00;6'000.00;CHF;6'000.00;8'456.90;CHF
24-02-2014 08:04:36;00000000;Vergütung;;;;1.0;2'400.00;0.00;0.00;2'400.00;CHF;2'400.00;2'456.90;CHF
03-02-2014 09:17:42;37888088;Kauf;OERL;OC OERLIKON N;CH0000816824;350.0;14.35;40.60;0.00;-5'063.10;CHF;-5'063.10;56.90;CHF
24-01-2014 08:12:42;00000000;Vergütung;;;;1.0;4'200.00;0.00;0.00;4'200.00;CHF;4'200.00;5'120.00;CHF
13-01-2014 07:52:23;00000000;Vergütung;;;;1.0;850.00;0.00;0.00;850.00;CHF;850.00;920.00;CHF
01-01-2014 16:14:15;00000000;Zins;;;;1.0;0.12;0.00;0.00;0.12;CHF;0.12;70.00;CHF
02-01-2013 01:56:23;00000000;Zins;;;;1.0;0.16;0.00;0.00;0.16;USD;0.16;0.16;USD
02-01-2013 01:56:22;00000000;Zins;;;;1.0;0.05;0.00;0.00;0.05;CHF;0.05;69.88;CHF
31-12-2012 16:31:44;00000000;Depotgebühren;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;69.83;CHF
18-12-2012 12:21:23;33343688;Auszahlung;;;;1.0;6'000.00;15.00;0.00;-6'015.00;CHF;-6'015.00;83.33;CHF
13-12-2012 15:35:13;33313956;Verkauf;OERL;OC OERLIKON N;CH0000816824;257.0;10.25;39.35;0.00;2'594.90;CHF;2'594.90;6'098.33;CHF
13-12-2012 15:34:26;33313936;Forex-Belastung;;;;1.0;2'707.17;0.00;0.00;2'707.17;USD;2'707.17;0.00;USD
13-12-2012 15:34:26;33313936;Forex-Gutschrift;;;;1.0;2'483.00;0.00;0.00;2'483.00;CHF;2'483.00;3'503.43;CHF
13-12-2012 15:33:44;33313923;Verkauf;ROG;ROCHE GS;CH0012032048;5.0;186.10;23.05;0.00;907.45;CHF;907.45;1'020.43;CHF
15-11-2012 13:47:54;00000000;Dividende;AAPL;APPLE ORD;US0378331005;1.0;13.25;3.98;0.00;9.27;USD;9.27;2'707.17;USD
08-11-2012 19:58:52;32995902;Verkauf;AAPL;APPLE ORD;US0378331005;5.0;545.72;40.00;0.00;2'688.60;USD;2'688.60;2'697.90;USD
28-09-2012 19:18:11;00000000;Depotgebühren;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;112.98;CHF
16-08-2012 13:31:38;00000000;Dividende;AAPL;APPLE ORD;US0378331005;1.0;13.25;3.98;0.00;9.27;USD;9.27;9.30;USD
02-07-2012 13:26:02;00000000;Zins;;;;1.0;0.08;0.00;0.00;0.08;CHF;0.08;126.48;CHF
02-07-2012 12:31:35;00000000;Zins;;;;1.0;0.03;0.00;0.00;0.03;USD;0.03;0.03;USD
29-06-2012 17:51:51;00000000;Depotgebühren;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;126.40;CHF
27-04-2012 09:01:53;31132229;Kauf;OERL;OC OERLIKON N;CH0000816824;200.0;8.46;23.60;0.00;-1'715.60;CHF;-1'715.60;139.90;CHF
26-04-2012 06:40:23;00000000;Vergütung;;;;1.0;1'500.00;0.00;0.00;1'500.00;CHF;1'500.00;1'855.50;CHF
20-04-2012 04:40:35;00000000;Capital Gain;;OC OERLIKON N;CH0000816824;1.0;11.40;0.00;0.00;11.40;CHF;11.40;355.50;CHF
30-03-2012 18:20:31;00000000;Depotgebühren;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;344.10;CHF
21-03-2012 14:03:32;30777336;Fx-Gutschrift Comp.;;;;1.0;2'899.40;0.00;0.00;2'899.40;USD;2'899.40;0.00;USD
21-03-2012 14:03:32;30777336;Fx-Belastung Comp.;;;;1.0;2'664.50;0.00;0.00;2'664.50;CHF;2'664.50;357.60;CHF
20-03-2012 14:30:13;30756971;Kauf;AAPL;APPLE ORD;US0378331005;5.0;599.32;40.34;0.00;-3'036.94;USD;-3'036.94;-2'899.40;USD
20-03-2012 07:50:22;00000000;Vergütung;;;;1.0;3'000.00;0.00;0.00;3'000.00;CHF;3'000.00;3'022.10;CHF
13-03-2012 13:05:55;00000000;Dividende;ROG;ROCHE GS;CH0012032048;1.0;34.00;11.90;0.00;22.10;CHF;22.10;22.10;CHF
02-01-2012 14:17:27;29850093;Fx-Gutschrift Comp.;;;;1.0;71.44;0.00;0.00;71.44;CHF;71.44;0.00;CHF
02-01-2012 14:17:27;29850093;Fx-Belastung Comp.;;;;1.0;76.66;0.00;0.00;76.66;USD;76.66;137.54;USD
01-01-2012 13:59:19;00000000;Zins;;;;1.0;0.01;0.00;0.00;0.01;CHF;0.01;-71.44;CHF
01-01-2012 13:46:01;00000000;Zins;;;;1.0;0.08;0.00;0.00;0.08;USD;0.08;214.20;USD
30-12-2011 18:06:43;00000000;Depotgebühren;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;-71.45;CHF
30-12-2011 12:02:16;29803320;Kauf;ROG;ROCHE GS;CH0012032048;5.0;159.00;22.95;0.00;-817.95;CHF;-817.95;-57.95;CHF
27-12-2011 07:50:29;00000000;Vergütung;;;;1.0;760.00;0.00;0.00;760.00;CHF;760.00;760.00;CHF
03-10-2011 14:16:00;28870570;Fx-Gutschrift Comp.;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;0.00;CHF
03-10-2011 14:16:00;28870570;Fx-Belastung Comp.;;;;1.0;14.94;0.00;0.00;14.94;USD;14.94;214.12;USD
30-09-2011 20:35:40;00000000;Depotgebühren;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;-13.50;CHF
01-07-2011 14:22:46;27617261;Fx-Gutschrift Comp.;;;;1.0;0.80;0.00;0.00;0.80;CHF;0.80;0.00;CHF
01-07-2011 14:22:46;27617261;Fx-Belastung Comp.;;;;1.0;0.95;0.00;0.00;0.95;USD;0.95;229.06;USD
01-07-2011 13:40:15;00000000;Zins;;;;1.0;0.01;0.00;0.00;0.01;USD;0.01;230.01;USD
30-06-2011 15:44:56;00000000;Depotgebühren;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;-0.80;CHF
09-06-2011 20:51:12;27431346;Forex-Belastung;;;;1.0;195.35;0.00;0.00;195.35;CHF;195.35;12.70;CHF
09-06-2011 20:51:12;27431346;Forex-Gutschrift;;;;1.0;230.00;0.00;0.00;230.00;USD;230.00;230.00;USD
06-06-2011 07:40:27;00000000;Vergütung;;;;1.0;200.00;0.00;0.00;200.00;CHF;200.00;208.05;CHF
25-05-2011 09:01:54;27298332;Kauf;OERL;OC OERLIKON N;CH0000816824;27.0;6.70;11.50;0.00;-192.40;CHF;-192.40;8.05;CHF
23-05-2011 07:30:29;00000000;Vergütung;;;;1.0;200.00;0.00;0.00;200.00;CHF;200.00;200.45;CHF
31-03-2011 17:51:48;00000000;Depotgebühren;;;;1.0;13.50;0.00;0.00;13.50;CHF;13.50;0.45;CHF
06-12-2010 09:01:55;25225002;Kauf;OERL;OC OERLIKON N;CH0000816824;30.0;4.82;11.45;0.00;-156.05;CHF;-156.05;13.95;CHF
17-11-2010 09:17:48;25016147;Verkauf;CBICB;CBICB CBK C;CH0110025944;1.0;180.10;10.10;0.00;170.00;CHF;170.00;170.00;CHF
02-11-2010 22:35:17;00000000;Titeleingang;CBICB;CBICB CBK C;CH0110025944;1.0;185.00;0.00;0.00;-;;-;0.00;
